"Weekday","FieldOfStudy","Race","Age","Gender","Edu","Political","SocialStatus","Religious","USAScore","UKScore","ItalyScore","ChinaScore"
5,1,"White",20,"Female",4,"Left",8,1,"Non_COVID",0.0279778737682685,NA,NA
5,NA,NA,25,"Female",NA,"Left",NA,4,"No_Bias",NA,NA,0.866515805542136
5,1,"White",28,"Female",9,"Moderate",7,3,"No_Bias",NA,0.0969036595607927,NA
5,7,"White",22,"Female",5,"Moderate",5,3,"No_Bias",NA,NA,0.736681312943768
5,14,"Black",20,"Male",5,"Moderate",6,2,"COVID",NA,NA,0.248824009850621
5,5,"White",52,"Female",9,"Left",7,2,"No_Bias",0.37499700465467,NA,NA
5,9,"White",22,"Female",5,"Left",8,2,"No_Bias",NA,0.223960149390723,NA
5,12,"White",37,"Female",7,"Right",6,3,"No_Bias",0.638120454932637,NA,NA
5,9,"White",22,"Female",6,"Right",5,3,"No_Bias",NA,-0.323867208162666,NA
5,4,"Other",20,"Male",5,"Moderate",8,1,"No_Bias",NA,-0.11490303644099,NA
5,1,"Asian",19,"Female",4,"Moderate",4,3,"No_Bias",NA,NA,NA
5,8,"White",33,"Female",5,"Moderate",5,2,"No_Bias",NA,NA,NA
5,1,"White",20,"Female",5,"Left",6,2,"No_Bias",NA,-0.22188240136026,NA
5,9,"White",22,"Female",7,"Moderate",6,3,NA,NA,NA,-0.356578031294406
5,2,"Other",NA,NA,5,"Right",5,3,"No_Bias",0.253750780782794,NA,NA
5,11,"White",47,"Female",13,"Left",8,2,"No_Bias",NA,NA,-0.273020240455064
5,4,"White",59,"Female",9,"Left",5,2,"No_Bias",NA,NA,-0.7121615089795
5,12,"White",20,"Male",5,"Left",3,2,"No_Bias",-0.232951210763867,NA,NA
5,1,"Asian",19,"Male",5,"Left",4,1,"Non_COVID",-0.262897679612225,NA,NA
5,6,"Asian",20,"Female",5,"Left",4,2,"No_Bias",NA,-0.254141671423813,NA
5,14,"White",20,"Female",5,NA,5,3,"No_Bias",0.512932144843399,NA,NA
5,11,"White",41,"Female",13,"Left",7,1,"No_Bias",NA,NA,-0.686886200096995
5,11,"Asian",30,"Male",7,"Moderate",6,1,"No_Bias",NA,0.0199679859662854,NA
5,NA,"White",81,"Female",NA,"Left",7,1,"No_Bias",NA,-0.225911352186428,NA
5,8,"Other",19,"Female",5,"Moderate",5,2,"No_Bias",NA,NA,-0.200612278422092
5,NA,"White",NA,NA,NA,"Left",8,1,"No_Bias",NA,NA,0.245185741175015
5,NA,"White",30,"Male",NA,"Left",3,1,NA,0.838033344484724,NA,NA
5,11,"White",20,"Female",5,NA,3,2,"No_Bias",NA,NA,-0.299451748435606
5,1,"White",19,"Female",4,"Moderate",6,2,"No_Bias",-0.217741224028275,NA,NA
5,8,"White",44,"Female",5,NA,4,2,"No_Bias",-0.293969563136794,NA,NA
5,8,"White",18,"Female",4,NA,6,3,"No_Bias",NA,-0.556072309715527,NA
5,8,"Other",33,"Female",7,"Right",4,4,"No_Bias",0.765064837217713,NA,NA
5,14,"White",18,"Female",3,"Right",7,4,"No_Bias",NA,NA,-0.0500022799891568
5,8,"White",29,"Female",8,"Left",6,1,"No_Bias",NA,0.786303055541157,NA
5,11,"White",26,"Female",5,"Left",5,1,"No_Bias",NA,0.391206392604873,NA
5,12,"Black",18,"Female",5,"Left",2,3,"No_Bias",NA,-0.343323126081577,NA
5,8,"Other",19,"Male",4,"Moderate",4,2,"No_Bias",NA,0.535563112706291,NA
5,2,"White",24,"Female",6,"Right",5,1,"No_Bias",0.539005914862861,NA,NA
5,8,"White",23,"Female",6,"Right",5,1,"No_Bias",0.544304214947545,NA,NA
5,11,"Other",21,"Female",6,"Left",3,3,"No_Bias",NA,0.352984248305051,NA
5,14,"White",31,"Female",9,"Left",6,1,"No_Bias",NA,0.115808160365038,NA
5,2,"White",17,"Male",3,"Moderate",6,1,"COVID",NA,0.430167613183245,NA
5,14,"White",18,"Female",5,"Moderate",7,2,NA,0.00912255485383117,NA,NA
6,15,"Other",18,"Female",3,"Left",3,2,"COVID",NA,NA,-0.208492628127964
6,3,"Other",29,"Female",6,"Left",6,2,"COVID",NA,1.04039712375145,NA
6,8,"White",29,"Female",7,"Moderate",7,3,"No_Bias",NA,0.273135992227046,NA
6,9,"Other",22,"Female",6,"Moderate",4,3,"No_Bias",NA,NA,-0.152085247880596
6,6,"White",38,"Female",8,"Moderate",5,1,"No_Bias",NA,NA,0.0857935270207487
6,8,"White",32,"Female",12,"Moderate",8,2,"No_Bias",NA,NA,-0.748149529744197
6,1,"Asian",20,"Female",5,"Moderate",7,2,"No_Bias",NA,-0.826662921549041,NA
6,9,"White",49,"Female",8,"Left",8,2,"No_Bias",NA,0.773444613904355,NA
6,11,"Other",26,"Female",9,"Left",8,3,"No_Bias",0.272655303768522,NA,NA
6,11,"White",21,"Male",5,"Left",7,1,"No_Bias",NA,NA,-0.607689863065208
6,8,"Black",20,"Female",5,"Moderate",4,2,"No_Bias",NA,-0.687552884338036,NA
6,8,"Other",20,"Female",5,"Left",6,2,"No_Bias",NA,NA,-0.426177841199485
6,9,"White",34,"Female",13,"Moderate",7,1,"No_Bias",NA,NA,0.397468824037316
6,11,"White",29,"Male",7,"Moderate",6,2,"No_Bias",-0.0642751080273189,NA,NA
6,2,"White",38,"Male",9,"Left",6,1,"No_Bias",NA,-0.0991701133682337,NA
6,12,"White",18,"Female",5,"Right",5,2,"COVID",NA,NA,-0.119866485453967
6,2,"Other",38,"Female",5,"Left",5,2,"No_Bias",NA,-0.589003032693805,NA
6,14,"White",34,"Male",5,"Moderate",4,1,"No_Bias",0.19701877598373,NA,NA
6,NA,NA,41,"Male",NA,NA,NA,NA,"No_Bias",NA,NA,NA
6,2,"White",45,"Female",5,"Left",5,2,"No_Bias",-0.077037831106496,NA,NA
6,2,"White",58,"Female",13,"Moderate",9,1,"COVID",NA,NA,-0.0286991237767893
6,13,"White",NA,NA,3,"Right",5,4,"No_Bias",NA,0.0538909464051331,NA
6,NA,"White",19,"Female",NA,"Left",8,2,"No_Bias",NA,NA,NA
6,12,"White",31,"Female",9,"Left",6,1,"COVID",NA,0.430013866519234,NA
6,9,"White",22,"Male",7,"Right",4,2,"COVID",NA,NA,NA
6,11,"Black",22,"Female",6,NA,6,NA,"No_Bias",NA,0.687798125797058,NA
6,7,"Other",24,"Female",6,"Moderate",3,2,"No_Bias",-0.0761011050528567,NA,NA
6,12,"White",20,"Female",5,"Left",5,1,"No_Bias",NA,1.1512811805211,NA
6,5,"White",60,"Female",9,"Left",7,2,"COVID",0.422357944410568,NA,NA
6,6,"White",38,"Male",9,NA,10,1,"No_Bias",NA,0.160661592025258,NA
6,1,"White",49,"Male",5,"Right",7,3,"No_Bias",NA,-0.139887744625956,NA
6,7,"White",55,"Male",9,"Moderate",6,1,"No_Bias",NA,-0.0648417389659056,NA
6,9,"White",30,"Female",7,"Left",2,2,"No_Bias",NA,0.170735252566134,NA
6,11,"Other",53,"Female",7,NA,5,3,"No_Bias",0.346551014057182,NA,NA
6,11,"White",19,"Female",4,"Left",5,1,"No_Bias",NA,-0.594578196689516,NA
6,12,"Asian",52,"Female",7,"Left",8,4,"No_Bias",NA,0.411466601020489,NA
6,11,"White",21,"Female",7,"Right",6,4,"COVID",NA,0.0620314776470319,NA
6,14,"White",40,"Female",9,"Left",6,1,"No_Bias",NA,NA,NA
6,12,"Other",27,"Female",9,"Moderate",5,3,"No_Bias",NA,NA,-0.156930734367406
6,6,"White",46,"Male",6,NA,6,2,"No_Bias",-0.205045489280305,NA,NA
6,13,"White",25,"Female",7,NA,5,3,"No_Bias",0.231153247942211,NA,NA
6,8,"White",19,"Female",5,"Right",8,2,"No_Bias",NA,NA,-0.296049546170695
6,2,"White",27,"Female",7,"Moderate",7,1,"No_Bias",-0.27939792147098,NA,NA
6,NA,"Asian",15,"Female",NA,"Left",6,1,"No_Bias",NA,NA,0.487936454312523
6,6,"Other",18,"Male",4,NA,8,2,"No_Bias",NA,-0.251394268875776,NA
6,8,"Other",29,"Female",9,"Moderate",6,3,"No_Bias",NA,0.806641753027248,NA
6,2,"Other",17,"Female",2,"Moderate",6,2,"No_Bias",NA,NA,0.282170749598108
6,14,"Black",21,"Female",5,"Moderate",6,3,"No_Bias",NA,NA,0.262149086466545
6,NA,NA,NA,NA,NA,"Moderate",7,3,"No_Bias",0.305013677519712,NA,NA
7,14,"White",32,"Female",7,"Left",5,4,"No_Bias",NA,NA,0.291248218560835
7,1,"Asian",21,"Female",8,"Moderate",7,1,"No_Bias",0.19037300130482,NA,NA
7,2,"White",27,"Male",5,"Moderate",6,3,"No_Bias",NA,NA,0.461570281146809
7,11,"Other",40,"Female",5,"Left",2,1,"COVID",NA,NA,-0.567883374048712
7,8,"Asian",17,"Female",4,"Moderate",6,1,"No_Bias",NA,NA,0.16734738064739
7,8,"Asian",19,"Female",5,"Moderate",6,3,"No_Bias",NA,NA,0.0738026141904422
7,NA,"Black",28,"Female",NA,"Left",6,3,"No_Bias",NA,NA,NA
7,12,"White",59,"Male",9,"Left",5,1,"No_Bias",-0.382785502670995,NA,NA
7,8,"White",23,"Female",7,"Left",7,2,"No_Bias",0.270374814494198,NA,NA
7,NA,"Other",18,"Male",NA,NA,NA,NA,"No_Bias",0.203824755185248,NA,NA
7,1,"Asian",21,"Female",4,NA,7,NA,"No_Bias",0.835896432741191,NA,NA
7,8,"Asian",19,"Female",4,"Moderate",6,4,"No_Bias",NA,NA,-0.619042483556072
7,8,"Asian",19,"Female",5,"Moderate",5,3,"No_Bias",NA,NA,-0.12020254289282
7,4,"White",54,"Male",5,"Left",2,3,"No_Bias",NA,0.78657478680641,NA
7,8,"White",29,"Female",6,"Right",7,3,"No_Bias",NA,NA,0.744611672260765
7,8,"Other",18,"Female",6,"Moderate",6,3,"No_Bias",NA,-0.20005058203327,NA
7,2,"Other",19,"Male",4,"Moderate",6,2,"No_Bias",NA,NA,-0.179633656898547
7,11,"White",20,"Female",5,"Moderate",6,1,"No_Bias",-0.212150555333536,NA,NA
7,8,"White",18,"Female",5,"Moderate",6,3,"No_Bias",0.0588393894219372,NA,NA
7,11,"White",25,"Female",7,"Left",6,1,"No_Bias",NA,-0.840844842477935,NA
7,3,"Other",16,"Female",5,NA,8,4,"No_Bias",NA,NA,0.148590160252925
7,12,"White",33,"Female",5,"Moderate",4,2,"No_Bias",-0.88677849725066,NA,NA
7,14,"Other",22,"Male",5,"Moderate",4,1,"No_Bias",NA,0.489362390792001,NA
7,8,"Asian",18,"Female",4,"Moderate",7,2,"No_Bias",0.26965621566134,NA,NA
7,11,"Other",38,"Female",13,"Left",8,2,"No_Bias",NA,-0.425428128191745,NA
7,11,"White",21,"Female",7,"Right",6,3,"No_Bias",NA,NA,-0.0688972373917639
7,8,"White",30,"Female",9,"Left",8,1,"No_Bias",NA,NA,-0.0549324435567628
1,14,"White",43,"Female",6,NA,4,2,"COVID",NA,-0.627833401524929,NA
1,15,"White",18,"Male",4,"Right",6,2,"No_Bias",0.622482193347484,NA,NA
1,5,"Asian",49,"Female",9,"Left",7,1,"No_Bias",0.858355876375551,NA,NA
1,2,"Black",27,"Female",10,"Right",7,3,"No_Bias",NA,NA,-0.0614991189242241
1,2,"White",42,"Male",3,"Right",7,2,"No_Bias",NA,-0.0314412862313425,NA
1,8,"White",34,"Female",5,"Moderate",7,1,"No_Bias",NA,NA,NA
1,1,"Black",20,"Female",7,NA,4,4,"No_Bias",NA,0.635596509932376,NA
1,7,"White",34,"Male",6,"Right",6,2,"No_Bias",NA,0.388452069929417,NA
1,11,"White",40,"Female",8,"Right",7,1,"No_Bias",0.755719154319989,NA,NA
1,12,"White",33,"Female",6,"Moderate",3,3,"COVID",NA,NA,NA
1,8,"White",39,"Female",9,"Left",4,1,"No_Bias",NA,NA,0.0413998496430183
1,3,"White",27,"Male",7,"Left",8,1,"No_Bias",NA,NA,-0.5439271055718
1,2,"White",33,"Female",7,"Moderate",7,1,"No_Bias",0.363228074271851,NA,NA
1,8,"Other",24,"Female",5,"Left",3,2,"No_Bias",0.340451999798767,NA,NA
1,14,"Other",28,"Female",6,NA,3,2,"No_Bias",NA,0.189060483549691,NA
1,12,"White",19,"Female",4,"Left",7,2,"No_Bias",0.124321651269791,NA,NA
1,9,"White",19,"Female",5,"Right",5,2,"No_Bias",NA,NA,-0.187338547303978
1,6,"Black",17,"Male",5,"Moderate",5,3,"No_Bias",0.35522309337583,NA,NA
1,8,"Other",20,"Female",4,NA,6,NA,"COVID",NA,NA,-0.415192206376348
1,1,"White",17,"Female",3,"Left",6,1,"No_Bias",NA,NA,-0.151497972894606
1,2,"White",35,"Female",7,"Moderate",6,1,"No_Bias",-0.302337508893891,NA,NA
1,2,"White",19,"Male",5,NA,8,4,"No_Bias",NA,NA,-0.376766792547336
1,7,"Asian",19,"Male",5,"Moderate",6,1,"No_Bias",0.795558337862826,NA,NA
1,11,"Other",22,"Female",7,"Moderate",7,1,NA,NA,NA,0.522853000822831
1,5,"Black",38,"Male",9,"Left",6,3,"No_Bias",NA,NA,-0.151928263713806
1,8,"Asian",27,"Male",9,"Left",6,1,NA,NA,-0.0978213857845494,NA
1,6,"Black",34,"Male",7,"Moderate",6,2,"No_Bias",NA,0.407031131214576,NA
1,NA,NA,NA,NA,NA,NA,7,NA,"No_Bias",-0.368367545272436,NA,NA
1,2,"Black",22,"Female",5,NA,7,NA,"No_Bias",NA,NA,0.00362717151508738
1,8,"White",24,"Female",5,"Right",4,3,"No_Bias",NA,NA,0.276281070446114
1,1,"Asian",22,"Female",5,NA,4,2,"No_Bias",NA,0.212662580642601,NA
1,12,"White",43,"Female",9,"Right",8,3,"No_Bias",NA,0.244226038366414,NA
1,2,"White",18,"Male",4,"Moderate",5,3,"No_Bias",NA,NA,-0.230185353907398
2,8,"White",18,"Female",5,"Moderate",7,2,"No_Bias",NA,NA,NA
2,2,"Other",18,"Female",4,"Moderate",7,2,"No_Bias",NA,NA,-0.0691018601651487
2,2,"Other",21,"Male",5,"Left",10,1,"COVID",0.0520670771924255,NA,NA
2,8,"White",38,"Female",8,NA,6,2,"No_Bias",0.100888830017263,NA,NA
2,5,"White",34,"Female",9,"Left",8,1,"No_Bias",-0.00348019961282755,NA,NA
2,NA,"White",19,"Female",NA,"Left",5,1,"No_Bias",NA,-0.263077729730278,NA
2,12,"White",28,"Male",7,"Moderate",7,1,"No_Bias",0.362178123211825,NA,NA
2,12,"White",31,"Female",9,"Left",6,1,"No_Bias",0.130490564011093,NA,NA
2,15,"Other",20,"Male",5,"Moderate",5,2,"No_Bias",NA,-0.526741078272273,NA
2,3,"White",23,"Female",7,"Moderate",5,3,"COVID",NA,NA,NA
2,2,"Other",19,"Male",4,"Moderate",7,3,"No_Bias",NA,NA,NA
2,11,"Asian",21,"Female",7,"Left",5,1,"Non_COVID",NA,NA,-0.0319909420076787
2,NA,"Asian",19,"Male",NA,"Moderate",5,2,"No_Bias",NA,0.0402563513916099,NA
2,6,"Asian",20,"Female",5,"Left",6,2,"No_Bias",NA,0.506705850778008,NA
2,1,"White",18,"Male",3,"Right",8,4,"No_Bias",0.564350251625508,NA,NA
2,1,"Asian",31,"Female",13,"Left",5,1,"No_Bias",-0.339711642962559,NA,NA
2,1,"Other",42,"Female",7,"Moderate",7,1,"No_Bias",0.280697057236466,NA,NA
2,6,"White",24,"Female",7,"Moderate",3,2,"No_Bias",0.324996300611578,NA,NA
2,1,"Asian",18,"Female",4,"Moderate",5,3,"No_Bias",-0.0537569226463255,NA,NA
2,3,"White",36,"Female",9,"Left",6,2,"No_Bias",NA,NA,-0.455074309365394
2,9,"White",26,"Female",9,"Left",6,2,"No_Bias",NA,NA,0.953919665673891
2,1,"Asian",18,"Female",5,"Moderate",7,3,"No_Bias",NA,NA,NA
2,8,"White",28,"Female",6,"Moderate",5,1,"No_Bias",NA,0.483953581172643,NA
2,11,"Other",26,"Female",9,"Left",6,3,"No_Bias",NA,-0.61821196602649,NA
2,2,"White",18,"Male",5,"Right",8,1,"No_Bias",-0.340276502596165,NA,NA
2,14,"White",51,"Female",7,"Moderate",7,1,"No_Bias",NA,NA,0.444729836791494
2,1,"White",58,"Female",9,"Left",5,2,"No_Bias",-0.0210126748529634,NA,NA
2,10,"White",20,"Male",5,"Moderate",5,1,"No_Bias",0.0550506521140765,NA,NA
2,8,"White",20,"Female",5,"Left",4,1,"No_Bias",NA,NA,-0.623935697685306
2,12,"White",59,"Female",9,"Moderate",5,2,"No_Bias",NA,-0.0991803664844961,NA
2,8,"Other",18,"Male",5,"Right",7,4,"No_Bias",0.881429686071003,NA,NA
2,2,"Asian",27,"Male",8,"Moderate",4,2,"No_Bias",NA,NA,0.451626207689631
2,5,"White",39,"Female",9,"Left",7,1,"No_Bias",0.348013288206443,NA,NA
2,NA,NA,13,"Female",NA,NA,4,NA,"COVID",NA,0.266370638435265,NA
2,2,"White",19,"Male",5,"Moderate",5,2,"No_Bias",NA,NA,0.0958166633476998
2,6,"Other",22,"Male",9,"Left",8,1,"No_Bias",NA,NA,-0.127003546093069
2,9,"White",29,"Female",6,"Left",7,1,"No_Bias",NA,NA,0.516931591066485
2,9,"White",49,"Male",5,"Left",8,1,"No_Bias",NA,NA,-0.599900277925747
2,3,"Other",22,"Male",4,"Left",4,3,"COVID",NA,NA,NA
2,2,"White",21,"Male",5,"Moderate",8,1,"No_Bias",NA,-0.548360689431948,NA
2,8,"White",25,"Female",8,"Right",5,4,"No_Bias",NA,-0.301663687206745,NA
2,4,"White",27,"Male",3,"Moderate",2,1,"No_Bias",NA,NA,-0.346343489565181
2,2,"Other",29,"Male",10,"Moderate",6,2,"No_Bias",NA,NA,-0.083325868518701
2,3,"White",18,"Female",5,"Left",3,1,"No_Bias",NA,NA,-0.514814878070012
2,2,"White",50,"Female",5,"Moderate",6,1,"No_Bias",NA,-0.427203097130906,NA
2,5,"White",76,"Female",13,"Left",7,3,"No_Bias",NA,-0.330820908822424,NA
2,2,"White",27,"Male",7,"Moderate",7,2,"No_Bias",NA,-0.54011108633854,NA
2,4,"White",45,"Male",7,"Left",8,1,NA,0.402415428169866,NA,NA
2,11,"White",20,"Female",5,"Left",6,2,"No_Bias",NA,NA,0.0106158080758029
2,14,"White",46,"Female",6,"Moderate",5,1,"No_Bias",NA,0.613246093909834,NA
2,10,"White",39,"Female",11,"Left",8,3,"No_Bias",NA,NA,-0.241660590293102
2,4,"Other",48,"Female",5,"Left",6,1,"No_Bias",NA,-0.33588257962932,NA
2,11,"Asian",21,"Female",5,"Left",5,1,"COVID",NA,NA,NA
2,11,"Asian",21,"Female",5,"Left",8,1,"No_Bias",NA,0.109407655251968,NA
2,11,"White",20,"Female",5,"Left",7,2,"No_Bias",NA,NA,NA
3,11,"White",21,"Female",7,"Left",NA,1,"No_Bias",NA,-0.43068642877648,NA
3,1,"White",17,"Female",5,"Moderate",4,1,"No_Bias",NA,NA,NA
3,NA,"Asian",21,"Female",NA,"Moderate",4,3,"No_Bias",NA,NA,NA
3,NA,NA,NA,NA,NA,"Left",7,3,"No_Bias",NA,-0.0722511995659491,NA
3,4,"Asian",21,"Female",7,"Moderate",9,3,NA,0.514902992831793,NA,NA
3,1,"White",22,"Female",4,"Left",7,1,"No_Bias",0.535553230707544,NA,NA
3,11,"Other",22,"Female",6,"Left",5,1,"No_Bias",NA,NA,NA
3,1,"White",21,"Female",5,"Left",7,2,"No_Bias",0.274482769054473,NA,NA
3,2,"White",44,"Female",9,"Left",7,3,"No_Bias",NA,NA,0.789746930343462
3,5,"White",20,"Female",4,"Left",6,2,"No_Bias",-0.0457630346694561,NA,NA
3,13,"Other",22,NA,6,"Left",8,1,"No_Bias",0.144181895633369,NA,NA
3,NA,NA,21,"Female",NA,"Moderate",NA,3,"No_Bias",NA,NA,-0.544597159486919
3,4,"White",59,"Male",5,"Right",6,4,"COVID",0.482272743439739,NA,NA
3,NA,NA,20,NA,NA,"Moderate",NA,1,"No_Bias",0.116456503507875,NA,NA
3,13,"White",16,"Male",3,"Moderate",6,1,"No_Bias",NA,NA,NA
3,2,"White",22,"Male",5,"Moderate",8,2,NA,NA,NA,-0.195497622721853
3,5,"White",40,"Female",9,"Left",8,2,"No_Bias",NA,-0.704331033048244,NA
3,2,"Other",20,"Female",4,"Moderate",7,1,"No_Bias",NA,NA,0.399791442992544
3,5,"Asian",51,"Female",13,"Moderate",8,2,"No_Bias",NA,NA,0.547639604278094
3,13,"Other",27,"Male",7,"Left",7,1,"No_Bias",NA,NA,-0.304520443227815
3,14,NA,56,"Male",9,"Moderate",5,2,"No_Bias",0.120293688093401,NA,NA
3,4,"White",34,"Female",6,NA,3,1,"No_Bias",NA,NA,-0.41886222946832
3,1,"Asian",22,"Female",7,"Left",6,1,"No_Bias",NA,NA,0.134756689269011
3,14,"White",19,"Male",5,"Moderate",4,1,"No_Bias",-0.100086484627489,NA,NA
3,8,"White",34,"Female",5,"Moderate",5,1,"No_Bias",-0.149505845562725,NA,NA
3,15,"White",51,"Male",5,"Left",3,1,"No_Bias",0.527894012414969,NA,NA
3,11,"White",23,"Female",7,"Left",6,1,"No_Bias",NA,NA,-0.144273687273294
3,11,"White",32,"Female",13,"Left",7,1,"No_Bias",NA,NA,-0.234059636443954
3,2,"White",25,"Female",7,"Left",9,2,"No_Bias",NA,NA,0.602737260518763
3,11,"Black",22,"Male",4,"Left",8,2,"No_Bias",NA,-0.206932196615658,NA
3,8,"White",25,"Male",8,"Left",8,2,"No_Bias",NA,-0.353163860549009,NA
3,8,"Other",28,"Male",7,"Left",6,2,"No_Bias",-0.0888298605800188,NA,NA
3,8,"White",23,"Female",9,NA,7,NA,"No_Bias",NA,-0.0913348388993037,NA
3,1,"White",19,NA,5,"Moderate",5,1,"No_Bias",NA,-0.421200228943341,NA
3,NA,"White",19,"Female",NA,"Moderate",8,4,"No_Bias",NA,NA,NA
3,2,"White",20,"Female",5,"Moderate",9,2,"No_Bias",NA,NA,0.0782299568568707
3,8,"White",30,"Female",13,"Left",8,2,"No_Bias",NA,0.609281018908992,NA
3,NA,NA,NA,NA,NA,NA,6,NA,"COVID",-0.469566705535715,NA,NA
3,NA,"White",19,"Female",NA,"Moderate",6,1,"No_Bias",0.0953221775644248,NA,NA
3,2,"White",24,"Male",9,"Moderate",7,1,"No_Bias",0.0445966531185292,NA,NA
3,9,"Black",18,"Female",5,"Moderate",2,3,"No_Bias",0.287397467069627,NA,NA
3,2,"White",44,"Male",8,NA,7,1,"No_Bias",NA,NA,-0.0478195642279603
3,5,"White",44,"Male",9,"Left",6,3,NA,NA,0.0791619932906207,NA
3,2,"White",44,"Female",10,"Moderate",9,2,"No_Bias",NA,0.322214386125688,NA
3,2,"Asian",20,"Male",5,"Left",6,3,"No_Bias",NA,NA,-0.297499761186824
3,12,"White",34,"Female",7,"Left",9,3,"COVID",NA,NA,NA
3,6,"White",70,"Female",13,"Left",8,3,"No_Bias",NA,NA,-0.408005149016037
3,6,"Asian",53,"Female",13,"Moderate",8,2,"COVID",-0.364883586268449,NA,NA
3,8,"Other",25,"Female",5,"Right",5,1,"No_Bias",0.0342818586785017,NA,NA
3,1,"Other",24,"Female",5,"Left",5,3,"No_Bias",0.123356618583119,NA,NA
3,11,"White",19,"Male",5,"Left",8,1,"No_Bias",0.291366582643625,NA,NA
3,8,"Asian",23,"Female",9,"Left",7,1,"No_Bias",NA,NA,NA
3,12,"White",19,"Female",4,"Left",6,1,"No_Bias",NA,NA,0.12000376490617
3,11,"White",32,"Female",13,"Left",7,1,"No_Bias",NA,0.389414925107068,NA
3,1,"White",59,"Female",8,"Right",5,2,"No_Bias",0.086300722107034,NA,NA
3,11,"White",21,"Female",5,"Left",7,1,"No_Bias",NA,NA,-0.344364812393473
3,5,"White",19,"Female",5,"Moderate",5,2,"No_Bias",NA,-0.276001322715228,NA
3,12,"White",20,"Male",5,"Left",8,1,"No_Bias",NA,0.25685009054322,NA
3,2,"White",27,"Male",8,"Moderate",8,1,"No_Bias",NA,0.159625829556258,NA
3,2,"White",38,"Female",10,"Left",7,1,"No_Bias",0.388262345616858,NA,NA
3,12,"Black",30,"Female",9,"Left",8,1,NA,-0.155893726772999,NA,NA
3,3,"White",49,"Male",5,"Moderate",6,1,"No_Bias",NA,NA,-0.174394806960238
3,6,"Other",19,"Male",5,"Moderate",5,2,"No_Bias",NA,-0.132028518828593,NA
3,2,"White",28,"Female",7,"Left",8,1,"No_Bias",0.145929749266744,NA,NA
3,15,"Other",20,"Female",5,"Moderate",5,1,"No_Bias",NA,-0.0459020503050167,NA
3,1,"White",21,"Female",5,"Left",10,1,"No_Bias",NA,NA,0.619198904355154
3,15,"Other",20,"Female",5,"Moderate",4,1,"No_Bias",NA,NA,0.282634987469248
4,15,"Other",22,"Male",4,"Left",8,1,"COVID",0.362867967388071,NA,NA
4,5,"White",45,"Female",14,"Left",7,1,"No_Bias",NA,NA,-0.542666999158213
4,7,"Asian",21,"Female",4,"Moderate",7,1,"No_Bias",-0.303329382281266,NA,NA
4,11,"Asian",18,"Female",3,"Moderate",6,4,"No_Bias",NA,0.316358562953787,NA
4,15,"White",19,"Female",5,"Moderate",8,3,"No_Bias",NA,NA,-0.54622633174481
4,10,"Black",48,"Female",5,"Left",6,3,"No_Bias",NA,0.249864079114548,NA
4,2,"White",20,"Female",5,"Moderate",6,3,"No_Bias",NA,NA,0.18735563073746
4,1,"White",24,"Male",7,"Left",8,3,"No_Bias",NA,NA,-0.803494770134793
4,9,"White",18,"Male",4,"Left",5,1,"No_Bias",0.062828077754226,NA,NA
4,8,"Other",19,"Female",4,"Left",4,2,"No_Bias",NA,NA,-0.14684487351318
4,6,NA,39,"Male",7,"Left",7,3,"COVID",NA,NA,NA
4,12,"Asian",39,"Female",7,"Moderate",4,1,"No_Bias",0.514823708209658,NA,NA
4,11,"Asian",21,"Female",5,"Moderate",2,3,"No_Bias",NA,NA,-0.107175238014005
4,6,"White",16,"Female",3,"Left",4,1,NA,NA,NA,-0.478764735575455
4,1,"White",26,"Female",8,"Left",7,1,"No_Bias",NA,-0.165446312068182,NA
4,11,"Black",40,"Male",5,NA,6,NA,"No_Bias",-0.143737592571905,NA,NA
4,11,"White",NA,NA,4,"Moderate",6,3,"No_Bias",-0.272574171756765,NA,NA
4,5,"White",19,"Male",5,NA,7,4,"COVID",NA,0.193270451906944,NA
4,12,"White",41,"Male",13,"Left",9,1,"No_Bias",NA,-0.0601312155642408,NA
4,6,"Other",17,"Male",3,"Moderate",5,1,"No_Bias",NA,NA,NA
4,2,"White",20,"Female",5,"Moderate",6,3,"No_Bias",-0.447981756481758,NA,NA
4,2,"White",57,"Female",7,"Moderate",7,2,"No_Bias",NA,NA,0.15762810547526
4,11,"White",20,"Female",5,"Left",6,1,"No_Bias",NA,-0.441682206123094,NA
4,14,"Other",39,"Male",6,"Left",6,1,"No_Bias",-0.313584951390749,NA,NA
4,NA,"White",20,"Female",NA,"Left",5,2,"No_Bias",NA,0.59407872671215,NA
4,9,"Asian",21,"Female",7,"Moderate",9,1,"No_Bias",NA,NA,0.915993522038686
4,14,"Other",19,"Male",4,"Moderate",7,1,"No_Bias",NA,NA,-0.132543143587501
4,8,"Other",32,"Female",9,"Left",7,1,"No_Bias",NA,-0.54873886576983,NA
4,3,"White",21,"Female",5,"Moderate",4,1,"No_Bias",NA,NA,0.419080921821313
4,2,"White",19,"Female",5,NA,5,2,"No_Bias",NA,NA,0.052860996852968
4,6,"White",48,"Female",9,"Moderate",5,2,"No_Bias",NA,0.34477591450515,NA
4,15,"Asian",17,"Female",3,"Left",7,1,"No_Bias",NA,0.0438045905486048,NA
4,NA,"White",19,"Male",NA,"Right",7,2,NA,0.566031860930458,NA,NA
4,10,"White",24,"Female",11,"Left",6,1,"No_Bias",NA,NA,0.283217545192473
